customer_id,subscription_plan,monthly_charges,tenure,usage_frequency,last_login_days,customer_support_calls,payment_method,churn,churn_flag,engagement_score,tenure_group,churn_probability,risk_segment
6581-NQCBA,Month-to-month,49.95,16,4,11,3,Electronic check,Yes,1,0.3333333333333333,Mid,0.7633333333333333,High
7115-IRDHS,Two year,24.65,72,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
8496-DMZUK,One year,90.4,30,6,4,4,Bank transfer (automatic),No,0,1.2,Loyal,0.0033333333333333335,Low
2040-VZIKE,Month-to-month,100.85,49,6,9,5,Mailed check,No,0,0.6,Loyal,0.15,Low
9068-VPWQQ,Two year,75.35,61,7,4,2,Credit card (automatic),No,0,1.4,Loyal,0.0,Low
0178-SZBHO,Month-to-month,87.2,47,5,10,5,Electronic check,No,0,0.45454545454545453,Loyal,0.25,Low
0384-RVBPI,Month-to-month,64.4,20,5,10,4,Credit card (automatic),No,0,0.45454545454545453,Mid,0.09333333333333334,Low
1689-MRZQR,Month-to-month,78.3,34,3,12,6,Electronic check,Yes,1,0.23076923076923078,Loyal,0.8433333333333334,High
1299-AURJA,Two year,24.7,70,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
4525-VZCZG,One year,105.85,54,7,4,2,Electronic check,No,0,1.4,Loyal,0.07333333333333333,Low
1543-LLLFT,One year,98.3,61,7,4,3,Mailed check,No,0,1.4,Loyal,0.006666666666666667,Low
5835-BEQEU,Month-to-month,76.95,3,3,20,6,Electronic check,Yes,1,0.14285714285714285,New,0.78,High
2788-CJQAQ,One year,19.45,13,1,15,1,Mailed check,No,0,0.0625,Mid,0.0,Low
5565-FILXA,Month-to-month,96.15,16,5,10,6,Electronic check,Yes,1,0.45454545454545453,Mid,0.8033333333333333,High
0319-QZTCO,Month-to-month,58.7,3,4,18,4,Credit card (automatic),No,0,0.21052631578947367,New,0.16,Low
2120-SMPEX,Month-to-month,20.15,25,1,20,1,Mailed check,No,0,0.047619047619047616,Loyal,0.0,Low
0096-FCPUF,Month-to-month,64.5,30,5,10,4,Mailed check,No,0,0.45454545454545453,Loyal,0.016666666666666666,Low
0668-OGMHD,Month-to-month,28.5,21,2,15,4,Electronic check,No,0,0.125,Mid,0.28,Low
5552-ZNFSJ,Month-to-month,45.3,1,2,22,5,Electronic check,Yes,1,0.08695652173913043,New,1.0,High
2223-KAGMX,Month-to-month,19.4,15,1,20,1,Bank transfer (automatic),Yes,1,0.047619047619047616,Mid,0.7466666666666667,High
6507-ZJSUR,Month-to-month,90.45,23,4,11,6,Electronic check,No,0,0.3333333333333333,Mid,0.1,Low
9408-HRXRK,Month-to-month,105.15,45,7,9,4,Electronic check,No,0,0.7,Loyal,0.10277522678911412,Low
5593-SUAOO,One year,83.15,24,5,5,5,Bank transfer (automatic),No,0,0.8333333333333334,Mid,0.01,Low
7321-PKUYW,Month-to-month,90.15,11,5,10,4,Electronic check,Yes,1,0.45454545454545453,New,0.8433333333333334,High
2833-SLKDQ,Month-to-month,45.05,1,2,22,5,Mailed check,Yes,1,0.08695652173913043,New,0.9483962730897986,High
6766-HFKLA,Two year,103.2,56,7,4,4,Bank transfer (automatic),No,0,1.4,Loyal,0.04666666666666667,Low
7595-EUIVN,Month-to-month,75.8,1,3,20,5,Electronic check,Yes,1,0.14285714285714285,New,0.9865412523168453,High
7617-EYGLW,Month-to-month,19.45,1,1,27,1,Electronic check,No,0,0.03571428571428571,New,0.8466666666666667,High
2026-TGDHM,Month-to-month,79.3,7,3,12,6,Electronic check,Yes,1,0.23076923076923078,New,0.9758447750785759,High
9220-ZNKJI,Two year,88.8,55,5,5,4,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.0,Low
4030-VPZBD,Month-to-month,30.9,2,2,22,3,Electronic check,Yes,1,0.08695652173913043,New,0.7766666666666666,High
2226-ICFDO,Two year,85.9,72,8,3,2,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
0723-VSOBE,One year,34.2,45,2,10,5,Electronic check,No,0,0.18181818181818182,Loyal,0.14333333333333334,Low
5529-GIBVH,Two year,20.15,47,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
4187-CINZD,One year,95.25,46,5,5,5,Credit card (automatic),Yes,1,0.8333333333333334,Loyal,0.6633333333333333,Medium
9992-UJOEL,Month-to-month,50.3,2,3,20,4,Mailed check,No,0,0.14285714285714285,New,0.37666666666666665,Low
4741-WWJQZ,Month-to-month,80.15,2,4,18,3,Electronic check,No,0,0.21052631578947367,New,0.11333333333333333,Low
6625-UTXEW,Month-to-month,51.25,12,3,12,4,Electronic check,No,0,0.23076923076923078,New,0.01,Low
6818-WOBHJ,Month-to-month,89.6,68,5,10,5,Bank transfer (automatic),Yes,1,0.45454545454545453,Loyal,0.6633333333333333,Medium
6244-BESBM,Two year,95.2,69,5,5,4,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.03,Low
1004-NOZNR,One year,94.8,56,5,5,5,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.25,Low
1251-STYSZ,Month-to-month,80.25,4,4,18,5,Electronic check,No,0,0.21052631578947367,New,0.09666666666666666,Low
2612-PHGOX,Two year,76.1,64,7,4,2,Bank transfer (automatic),No,0,1.4,Loyal,0.0,Low
2408-TZMJL,One year,110.15,59,8,3,4,Electronic check,Yes,1,2.0,Loyal,0.8366666666666667,High
8480-PPONV,Two year,115.55,62,9,3,2,Bank transfer (automatic),No,0,2.25,Loyal,0.023333333333333334,Low
8780-IHCRN,Two year,24.65,63,2,10,1,Credit card (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
4598-ZADCK,One year,53.6,53,6,4,1,Electronic check,No,0,1.2,Loyal,0.09,Low
1257-SXUXQ,Month-to-month,19.45,5,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.22774015773892753,Low
9681-KYGYB,Month-to-month,88.2,49,6,9,4,Electronic check,No,0,0.6,Loyal,0.11,Low
7182-OVLBJ,Two year,101.15,62,6,4,5,Bank transfer (automatic),No,0,1.2,Loyal,0.006666666666666667,Low
5095-ETBRJ,Two year,56.8,55,5,5,1,Mailed check,No,0,0.8333333333333334,Loyal,0.0,Low
7005-CYUIL,Two year,99.4,71,7,4,2,Electronic check,No,0,1.4,Loyal,0.016666666666666666,Low
4821-WQOYN,Two year,20.1,72,1,15,1,Credit card (automatic),No,0,0.0625,Loyal,0.0,Low
4730-AWNAU,One year,60.7,36,6,4,2,Credit card (automatic),No,0,1.2,Loyal,0.01,Low
3452-FLHYD,One year,20.95,25,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0033333333333333335,Low
2388-LAESQ,Two year,114.85,72,9,3,2,Bank transfer (automatic),No,0,2.25,Loyal,0.0,Low
9531-NSBMR,One year,19.25,36,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
6260-ONULR,Month-to-month,62.8,1,4,18,5,Mailed check,No,0,0.21052631578947367,New,0.21333333333333335,Low
4389-UEFCZ,Two year,105.5,72,7,4,5,Electronic check,No,0,1.4,Loyal,0.04666666666666667,Low
8711-LOBKY,Two year,19.85,59,1,15,1,Mailed check,No,0,0.0625,Loyal,0.04,Low
9134-CEQMF,Month-to-month,89.5,7,4,11,6,Electronic check,Yes,1,0.3333333333333333,New,0.9633333333333334,High
8985-OOPOS,One year,74.1,1,6,11,3,Credit card (automatic),No,0,0.5,New,0.11,Low
8800-ZKRFW,Month-to-month,107.5,30,8,8,3,Electronic check,No,0,0.8888888888888888,Loyal,0.10333333333333333,Low
2616-FLVQC,Two year,19.55,64,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
9968-FFVVH,One year,68.8,63,7,4,1,Bank transfer (automatic),No,0,1.4,Loyal,0.04,Low
3108-PCCGG,Two year,84.45,72,8,3,3,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
7993-PYKOF,Month-to-month,75.0,8,3,12,5,Electronic check,Yes,1,0.23076923076923078,New,0.8233333333333334,High
8390-FESFV,Two year,84.5,62,8,3,2,Bank transfer (automatic),No,0,2.0,Loyal,0.0,Low
3022-BEXHZ,Two year,111.2,67,8,3,3,Bank transfer (automatic),No,0,2.0,Loyal,0.08333333333333333,Low
5027-XWQHA,Month-to-month,44.75,6,2,15,5,Electronic check,Yes,1,0.125,New,0.69,Medium
6248-TKCQV,Two year,80.6,70,7,4,2,Bank transfer (automatic),No,0,1.4,Loyal,0.01,Low
6729-GDNGC,Month-to-month,80.7,20,3,12,6,Bank transfer (automatic),No,0,0.23076923076923078,Mid,0.06666666666666667,Low
6198-ZFIOJ,Month-to-month,75.6,5,3,20,6,Electronic check,No,0,0.14285714285714285,New,0.97,High
5989-OMNJE,One year,57.6,24,6,4,3,Electronic check,No,0,1.2,Mid,0.10333333333333333,Low
4566-QVRRW,Month-to-month,44.05,11,2,15,5,Electronic check,Yes,1,0.125,New,0.8266666666666667,High
1291-CUOCY,Two year,110.6,72,8,3,3,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
9795-SHUHB,Two year,58.2,66,5,5,1,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.04,Low
3230-IUALN,Two year,81.0,45,7,4,2,Mailed check,No,0,1.4,Loyal,0.0,Low
0042-RLHYP,Two year,19.7,69,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
8519-IMDHU,Month-to-month,85.6,15,4,11,6,Bank transfer (automatic),Yes,1,0.3333333333333333,Mid,0.7733333333333333,High
4945-RVMTE,Month-to-month,59.55,28,4,11,5,Bank transfer (automatic),No,0,0.3333333333333333,Loyal,0.08666666666666667,Low
0201-OAMXR,One year,115.55,70,9,3,2,Credit card (automatic),Yes,1,2.25,Loyal,0.8433333333333334,High
1866-NXPSP,One year,75.55,36,7,4,1,Mailed check,No,0,1.4,Loyal,0.06,Low
3372-KWFBM,Month-to-month,86.6,16,4,11,6,Electronic check,Yes,1,0.3333333333333333,Mid,0.8633333333333333,High
7831-QGOXH,Month-to-month,85.2,18,4,11,6,Electronic check,Yes,1,0.3333333333333333,Mid,0.9566666666666667,High
6393-WRYZE,Month-to-month,97.65,34,5,10,6,Electronic check,Yes,1,0.45454545454545453,Loyal,0.9166666666666666,High
3941-XTSKM,One year,45.1,42,4,6,4,Credit card (automatic),No,0,0.5714285714285714,Loyal,0.0033333333333333335,Low
1661-CZBAU,One year,70.95,48,6,4,2,Bank transfer (automatic),No,0,1.2,Loyal,0.0,Low
6599-RCLCJ,Month-to-month,109.55,47,8,8,3,Electronic check,Yes,1,0.8888888888888888,Loyal,0.76,High
9831-BPFRI,One year,89.55,39,6,4,3,Electronic check,Yes,1,1.2,Loyal,0.7633333333333333,High
5158-RIVOP,Two year,20.9,11,1,15,1,Credit card (automatic),No,0,0.0625,New,0.0,Low
9788-YTFGE,Month-to-month,19.95,7,1,20,1,Mailed check,No,0,0.047619047619047616,New,0.2,Low
9277-JOOMO,Month-to-month,24.6,3,2,22,1,Mailed check,No,0,0.08695652173913043,New,0.03,Low
1907-YLNYW,Month-to-month,66.7,8,5,10,4,Electronic check,No,0,0.45454545454545453,New,0.03333333333333333,Low
1725-MIMXW,Month-to-month,19.45,1,1,27,1,Mailed check,Yes,1,0.03571428571428571,New,0.9138534402013098,High
8947-YRTDV,One year,94.8,32,6,4,4,Mailed check,No,0,1.2,Loyal,0.01,Low
3161-ONRWK,One year,65.85,60,6,4,1,Bank transfer (automatic),No,0,1.2,Loyal,0.0,Low
0114-RSRRW,Month-to-month,19.95,10,1,20,1,Bank transfer (automatic),No,0,0.047619047619047616,New,0.09333333333333334,Low
4565-NLZBV,Two year,24.65,71,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
0031-PVLZI,Month-to-month,20.35,4,1,27,1,Mailed check,Yes,1,0.03571428571428571,New,0.87,High
7206-GZCDC,Month-to-month,69.25,1,2,22,6,Electronic check,Yes,1,0.08695652173913043,New,1.0,High
6682-VCIXC,One year,51.25,43,5,5,1,Bank transfer (automatic),No,0,0.8333333333333334,Loyal,0.0,Low
4791-QRGMF,One year,99.5,59,6,4,6,Bank transfer (automatic),Yes,1,1.2,Loyal,0.6566666666666666,Medium
6475-VHUIZ,Month-to-month,54.25,23,4,11,3,Electronic check,No,0,0.3333333333333333,Mid,0.32,Low
3910-MRQOY,Two year,19.4,72,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
0661-WCQNQ,One year,56.25,22,4,6,2,Credit card (automatic),No,0,0.5714285714285714,Mid,0.15333333333333332,Low
7537-RBWEA,Month-to-month,25.15,1,1,27,5,Mailed check,No,0,0.03571428571428571,New,0.3233333333333333,Low
4656-CAURT,Two year,23.95,69,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
0121-SNYRK,One year,35.4,50,3,8,2,Mailed check,No,0,0.3333333333333333,Loyal,0.13,Low
1768-ZAIFU,Month-to-month,25.2,1,1,27,5,Electronic check,Yes,1,0.03571428571428571,New,0.8955886701043905,High
4671-LXRDQ,Month-to-month,45.0,2,2,22,5,Mailed check,Yes,1,0.08695652173913043,New,0.7852668539325843,High
3733-LSYCE,Month-to-month,75.35,15,3,12,5,Bank transfer (automatic),No,0,0.23076923076923078,Mid,0.08333333333333333,Low
6265-FRMTQ,Two year,20.4,31,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
1934-SJVJK,Month-to-month,20.15,1,1,27,1,Mailed check,Yes,1,0.03571428571428571,New,0.7855091785319727,High
3838-OZURD,Month-to-month,105.0,66,7,9,5,Credit card (automatic),Yes,1,0.7,Loyal,0.8861085601224474,High
9269-CQOOL,Month-to-month,54.7,3,3,20,5,Credit card (automatic),Yes,1,0.14285714285714285,New,0.8966666666666666,High
2017-CCBLH,Two year,20.0,8,1,15,1,Mailed check,No,0,0.0625,New,0.006666666666666667,Low
7690-KPNCU,One year,73.05,64,6,4,4,Credit card (automatic),No,0,1.2,Loyal,0.07,Low
0536-BGFMZ,Month-to-month,20.5,28,1,20,1,Mailed check,No,0,0.047619047619047616,Loyal,0.0,Low
2293-IJWPS,One year,100.75,57,6,4,6,Credit card (automatic),No,0,1.2,Loyal,0.043333333333333335,Low
2845-HSJCY,Month-to-month,87.25,14,5,10,6,Electronic check,Yes,1,0.45454545454545453,Mid,0.6333333333333333,Medium
5469-NUJUR,Two year,19.95,19,1,15,1,Mailed check,No,0,0.0625,Mid,0.0,Low
1184-PJVDB,Month-to-month,79.95,10,3,12,6,Electronic check,Yes,1,0.23076923076923078,New,0.8019499539398167,High
2625-TRCZQ,Month-to-month,49.65,51,4,11,4,Electronic check,No,0,0.3333333333333333,Loyal,0.043333333333333335,Low
4102-HLENU,Two year,65.65,67,6,4,3,Mailed check,No,0,1.2,Loyal,0.006666666666666667,Low
7266-GSSJX,Month-to-month,20.45,11,1,20,1,Electronic check,No,0,0.047619047619047616,New,0.0033333333333333335,Low
7722-VJRQD,Two year,60.95,72,6,4,2,Bank transfer (automatic),No,0,1.2,Loyal,0.0033333333333333335,Low
7073-QETQY,One year,20.35,66,1,15,1,Electronic check,No,0,0.0625,Loyal,0.0,Low
9415-DPEWS,Month-to-month,88.35,18,5,10,4,Electronic check,Yes,1,0.45454545454545453,Mid,0.8733333333333333,High
5624-RYAMH,Month-to-month,19.5,9,1,20,1,Electronic check,No,0,0.047619047619047616,New,0.13666666666666666,Low
0196-JTUQI,Month-to-month,75.2,9,3,12,6,Credit card (automatic),No,0,0.23076923076923078,New,0.05333333333333334,Low
7130-YXBRO,Month-to-month,111.45,48,8,8,4,Bank transfer (automatic),No,0,0.8888888888888888,Loyal,0.36666666666666664,Low
9272-LSVYH,Month-to-month,70.15,10,2,15,6,Mailed check,No,0,0.125,New,0.14,Low
7943-RQCHR,Month-to-month,94.75,9,5,10,6,Electronic check,Yes,1,0.45454545454545453,New,0.74,High
3793-MMFUH,Month-to-month,95.05,13,5,10,6,Electronic check,Yes,1,0.45454545454545453,Mid,0.8533333333333334,High
3249-ZPQRG,Month-to-month,78.45,4,4,18,5,Electronic check,Yes,1,0.21052631578947367,New,0.8033333333333333,High
2568-BRGYX,Month-to-month,70.2,4,2,22,6,Electronic check,Yes,1,0.08695652173913043,New,0.8733333333333333,High
3084-DOWLE,Two year,92.0,72,9,3,1,Bank transfer (automatic),No,0,2.25,Loyal,0.0,Low
1084-MNSMJ,Two year,85.5,51,8,3,1,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
7721-JXEAW,Month-to-month,41.05,59,3,12,4,Bank transfer (automatic),Yes,1,0.23076923076923078,Loyal,0.6033333333333334,Medium
7249-WBIYX,Month-to-month,85.6,10,4,11,6,Electronic check,Yes,1,0.3333333333333333,New,0.73,High
4238-HFHSN,Month-to-month,82.15,61,4,11,5,Electronic check,No,0,0.3333333333333333,Loyal,0.056666666666666664,Low
6250-CGGUN,One year,84.4,54,5,5,3,Electronic check,No,0,0.8333333333333334,Loyal,0.016666666666666666,Low
5478-JJVZK,Month-to-month,60.9,33,5,10,3,Mailed check,No,0,0.45454545454545453,Loyal,0.02,Low
7596-IIWYC,Two year,20.25,27,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0033333333333333335,Low
6567-HOOPW,Month-to-month,79.2,1,3,20,6,Electronic check,Yes,1,0.14285714285714285,New,1.0,High
9793-WECQC,Month-to-month,95.3,23,5,10,5,Mailed check,No,0,0.45454545454545453,Mid,0.09,Low
4291-HPAXL,Month-to-month,19.85,1,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.09536251051965862,Low
8999-YPYBV,Two year,84.35,45,8,3,1,Mailed check,No,0,2.0,Loyal,0.0033333333333333335,Low
1839-FBNFR,Two year,19.85,39,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0033333333333333335,Low
3164-AALRN,One year,70.0,5,5,12,5,Mailed check,Yes,1,0.38461538461538464,New,0.69,Medium
3071-MVJCD,Two year,82.3,72,8,3,1,Bank transfer (automatic),No,0,2.0,Loyal,0.0033333333333333335,Low
1697-BCSHV,Month-to-month,66.8,58,5,10,4,Bank transfer (automatic),No,0,0.45454545454545453,Loyal,0.06333333333333334,Low
0562-KBDVM,Two year,44.6,70,5,5,1,Bank transfer (automatic),No,0,0.8333333333333334,Loyal,0.0033333333333333335,Low
1131-SUEKT,One year,98.45,61,6,4,3,Bank transfer (automatic),No,0,1.2,Loyal,0.0033333333333333335,Low
3717-OEAUQ,Month-to-month,70.7,2,2,22,6,Mailed check,No,0,0.08695652173913043,New,0.11333333333333333,Low
4538-WNTMJ,One year,24.95,46,2,10,1,Mailed check,No,0,0.18181818181818182,Loyal,0.006666666666666667,Low
3334-CTHOL,Month-to-month,49.95,1,3,20,5,Bank transfer (automatic),Yes,1,0.14285714285714285,New,0.30666666666666664,Low
4704-ERYFC,Month-to-month,69.25,22,2,15,6,Electronic check,Yes,1,0.125,Mid,0.8933333333333333,High
9432-RUVSL,Two year,102.5,48,7,4,3,Credit card (automatic),No,0,1.4,Loyal,0.01,Low
8060-HIWJJ,Two year,86.55,64,8,3,2,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
7684-XSZIY,Two year,24.3,72,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
9089-UOWJG,Month-to-month,58.35,12,4,11,5,Credit card (automatic),No,0,0.3333333333333333,New,0.04,Low
8621-MNIHH,Month-to-month,94.25,34,6,9,5,Electronic check,Yes,1,0.6,Loyal,0.29,Low
8039-ACLPL,Two year,68.75,72,6,4,3,Credit card (automatic),No,0,1.2,Loyal,0.0,Low
9885-AIBVB,Month-to-month,85.8,29,5,10,5,Electronic check,No,0,0.45454545454545453,Loyal,0.17666666666666667,Low
1934-MKPXS,One year,20.1,33,1,15,1,Credit card (automatic),No,0,0.0625,Loyal,0.0,Low
2592-YKDIF,Month-to-month,20.35,1,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.05948119506365477,Low
2272-JKMSI,One year,110.8,62,8,3,3,Electronic check,No,0,2.0,Loyal,0.5033333333333333,Medium
0471-LVHGK,One year,73.0,41,6,4,5,Electronic check,Yes,1,1.2,Loyal,0.65,Medium
9518-RWHZL,One year,100.05,64,6,4,6,Credit card (automatic),Yes,1,1.2,Loyal,0.6333333333333333,Medium
8714-CTZJW,Month-to-month,82.85,4,4,18,6,Credit card (automatic),No,0,0.21052631578947367,New,0.27,Low
3569-EDBPQ,Month-to-month,84.35,24,5,10,3,Electronic check,No,0,0.45454545454545453,Mid,0.10666666666666667,Low
3131-NWVFJ,One year,19.55,14,1,15,1,Mailed check,No,0,0.0625,Mid,0.0,Low
7521-YXVZY,Month-to-month,19.95,3,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.0,Low
5419-CONWX,Month-to-month,99.8,4,6,16,5,Credit card (automatic),Yes,1,0.35294117647058826,New,0.8533333333333334,High
6240-EURKS,Month-to-month,35.0,18,2,15,5,Electronic check,Yes,1,0.125,Mid,0.7733333333333333,High
2373-NTKOD,Month-to-month,66.25,8,4,11,5,Electronic check,No,0,0.3333333333333333,New,0.04,Low
1970-KKFWL,Two year,23.3,35,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0033333333333333335,Low
6960-HVYXR,Month-to-month,76.0,1,3,20,6,Electronic check,Yes,1,0.14285714285714285,New,0.9666666666666667,High
9337-SRRNI,Two year,25.3,66,2,10,1,Credit card (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
0895-UADGO,Two year,44.55,8,4,6,2,Mailed check,No,0,0.5714285714285714,New,0.0033333333333333335,Low
5678-VFNEQ,One year,104.1,71,7,4,5,Credit card (automatic),No,0,1.4,Loyal,0.02,Low
5977-CKHON,Month-to-month,92.55,43,5,10,6,Bank transfer (automatic),No,0,0.45454545454545453,Loyal,0.08333333333333333,Low
7024-OHCCK,Month-to-month,93.85,2,5,17,6,Electronic check,Yes,1,0.2777777777777778,New,1.0,High
2692-BUCFV,Month-to-month,101.45,29,6,9,5,Bank transfer (automatic),No,0,0.6,Loyal,0.08,Low
7861-UVUFT,Month-to-month,84.3,15,4,11,6,Electronic check,Yes,1,0.3333333333333333,Mid,0.59,Medium
1830-GGFNM,Two year,94.55,65,7,4,2,Credit card (automatic),No,0,1.4,Loyal,0.006666666666666667,Low
5302-BDJNT,Month-to-month,95.5,35,6,9,4,Electronic check,No,0,0.6,Loyal,0.12,Low
5223-UZAVK,One year,100.3,64,6,4,4,Credit card (automatic),No,0,1.2,Loyal,0.09333333333333334,Low
4859-ZSRDZ,Two year,55.5,58,5,5,3,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.0033333333333333335,Low
5651-WYIPH,Month-to-month,49.85,18,3,12,4,Credit card (automatic),No,0,0.23076923076923078,Mid,0.15666666666666668,Low
9350-VLHMB,Month-to-month,89.55,67,5,10,5,Bank transfer (automatic),No,0,0.45454545454545453,Loyal,0.22333333333333333,Low
3498-LZGQZ,Two year,19.15,63,1,15,1,Mailed check,No,0,0.0625,Loyal,0.07333333333333333,Low
8785-CJSHH,Month-to-month,99.8,60,6,9,5,Electronic check,No,0,0.6,Loyal,0.24,Low
5357-TZHPP,Month-to-month,84.4,9,4,11,6,Credit card (automatic),Yes,1,0.3333333333333333,New,0.6033333333333334,Medium
3870-SPZSI,Two year,113.05,70,9,3,2,Credit card (automatic),No,0,2.25,Loyal,0.0033333333333333335,Low
0680-DFNNY,Month-to-month,101.1,15,6,9,6,Electronic check,Yes,1,0.6,Mid,0.95,High
7560-QRBXH,One year,19.95,48,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
7077-XJMET,Month-to-month,74.15,12,6,9,3,Electronic check,No,0,0.6,New,0.19,Low
8752-GHJFU,One year,92.0,71,7,4,2,Electronic check,No,0,1.4,Loyal,0.03666666666666667,Low
6896-SRVYQ,Month-to-month,73.85,44,3,12,6,Electronic check,No,0,0.23076923076923078,Loyal,0.6933333333333334,Medium
7767-UXAGJ,Month-to-month,50.45,1,3,20,5,Electronic check,Yes,1,0.14285714285714285,New,0.7,Medium
4652-ODEVH,Two year,24.45,45,2,10,1,Mailed check,No,0,0.18181818181818182,Loyal,0.02,Low
6510-UPNKS,One year,24.8,23,2,10,1,Credit card (automatic),No,0,0.18181818181818182,Mid,0.013333333333333334,Low
6718-BDGHG,One year,64.85,43,5,5,3,Bank transfer (automatic),No,0,0.8333333333333334,Loyal,0.006666666666666667,Low
9046-DQMTP,Month-to-month,20.75,35,1,20,1,Bank transfer (automatic),No,0,0.047619047619047616,Loyal,0.01,Low
6439-LAJXL,Month-to-month,68.95,9,6,9,1,Mailed check,No,0,0.6,New,0.17,Low
1571-SAVHK,Month-to-month,99.95,12,6,9,4,Mailed check,Yes,1,0.6,New,0.9366666666666666,High
9052-VKDUW,Month-to-month,109.4,65,8,8,4,Credit card (automatic),No,0,0.8888888888888888,Loyal,0.03333333333333333,Low
9546-CQJSU,Month-to-month,91.4,2,5,17,6,Electronic check,Yes,1,0.2777777777777778,New,0.7633333333333333,High
1666-JZPZT,Month-to-month,49.0,27,3,12,5,Mailed check,No,0,0.23076923076923078,Loyal,0.0033333333333333335,Low
5777-KJIRB,One year,50.25,40,3,8,5,Mailed check,No,0,0.3333333333333333,Loyal,0.01,Low
0506-LVNGN,Month-to-month,75.55,5,3,20,6,Credit card (automatic),Yes,1,0.14285714285714285,New,0.88,High
7677-SJJJK,One year,19.9,8,1,15,1,Credit card (automatic),No,0,0.0625,New,0.006666666666666667,Low
2480-EJWYP,One year,97.8,58,6,4,5,Bank transfer (automatic),No,0,1.2,Loyal,0.03333333333333333,Low
3253-HKOKL,One year,100.3,52,6,4,5,Electronic check,No,0,1.2,Loyal,0.01,Low
7055-HNEOJ,Month-to-month,55.8,3,4,18,3,Mailed check,No,0,0.21052631578947367,New,0.13,Low
5514-YQENT,Two year,111.15,41,8,3,2,Electronic check,No,0,2.0,Loyal,0.09333333333333334,Low
3211-AAPKX,Month-to-month,98.55,20,6,9,4,Mailed check,No,0,0.6,Mid,0.4666666666666667,Medium
8445-DNBAE,Month-to-month,50.05,1,3,20,5,Electronic check,No,0,0.14285714285714285,New,0.07,Low
2951-QOQTK,Month-to-month,80.8,4,4,18,4,Credit card (automatic),Yes,1,0.21052631578947367,New,0.87,High
2958-NHPPS,Month-to-month,20.85,23,1,20,1,Electronic check,No,0,0.047619047619047616,Mid,0.023333333333333334,Low
6806-YDEUL,Month-to-month,19.5,6,1,20,1,Bank transfer (automatic),No,0,0.047619047619047616,New,0.11333333333333333,Low
1735-XMJVH,Month-to-month,19.35,8,1,20,1,Mailed check,No,0,0.047619047619047616,New,0.03333333333333333,Low
6890-PFRQX,Month-to-month,69.5,18,6,9,4,Mailed check,No,0,0.6,Mid,0.04666666666666667,Low
0222-CNVPT,Month-to-month,48.8,52,4,11,4,Credit card (automatic),No,0,0.3333333333333333,Loyal,0.24,Low
5899-OUVKV,Month-to-month,94.5,31,5,10,5,Electronic check,No,0,0.45454545454545453,Loyal,0.14,Low
8681-ICONS,Month-to-month,20.65,29,1,20,1,Mailed check,No,0,0.047619047619047616,Loyal,0.006666666666666667,Low
1621-YNCJH,Two year,106.05,36,8,3,2,Credit card (automatic),No,0,2.0,Loyal,0.013333333333333334,Low
3473-XIIIT,Month-to-month,100.0,16,6,9,5,Electronic check,Yes,1,0.6,Mid,0.7566666666666667,High
6362-QHAFM,One year,108.3,42,7,4,4,Electronic check,No,0,1.4,Loyal,0.7366666666666667,High
7893-IXHRQ,Month-to-month,20.55,1,1,27,1,Electronic check,Yes,1,0.03571428571428571,New,0.22666666666666666,Low
3070-BDOQC,Two year,99.65,60,6,4,5,Electronic check,No,0,1.2,Loyal,0.006666666666666667,Low
